behämmertsten	-1.4	0.5	[-2,-1,-1,-1,-2,-2,-1]
behütet	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
behütete	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
behütetem	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
behüteten	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
behüteter	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
behütetes	0.3	1.4	[+1,+1,+1,-3,+1,+1,+0]
beilegen	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegte	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegt	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegst	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegtet	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegtest	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilege	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beigelegt	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegest	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beileget	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beilegten	0.7	0.7	[+0,+0,+1,+1,+2,+0,+1]
beispielhaft	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafte	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftesten	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftestem	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaften	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftem	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftester	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftestes	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafter	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftes	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhaftere	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafteren	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafterem	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafteres	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafterer	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beispielhafteste	1.1	1	[+2,+1,+1,+3,+0,+0,+1]
beisteuern	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuerte	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteueren	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuerst	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuertest	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beigesteuert	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuertet	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuert	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuere	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beisteuerten	1	1.2	[+1,+0,+1,+3,-1,+1,+2]
beitragen	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrage	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beträgst	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beiträgt	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitragt	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitragest	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitraget	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrug	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrugst	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrugen	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrugt	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrüge	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrügest	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrügst	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrügen	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrüget	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitrügt	1.3	0.5	[+1,+1,+1,+1,+2,+2,+1]
beitreten	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitrete	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitrittst	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitritt	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitretet	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitretest	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitrat	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitratest	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitratst	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitraten	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beitratet	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beiträte	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beiträtest	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beiträten	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beiträtet	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
beigetreten	0.7	1.2	[+0,+0,+0,+3,+0,+0,+2]
bejubelt	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelte	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltem	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelten	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelter	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltes	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltere	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelterem	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelteren	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelterer	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubelteres	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltste	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltstem	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltsten	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltster	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bejubeltstes	2.3	0.7	[+3,+3,+1,+2,+3,+2]
bekannt	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntesten	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntere	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntestem	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannte	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntester	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannteste	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntestes	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannter	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntes	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekanntem	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannteren	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannterem	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannteres	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannten	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekannterer	1.5	0.8	[+2,+1,+1,+3,+1,+1]
bekennend	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennende	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendem	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennenden	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennender	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendes	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendere	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennenderem	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennenderen	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennenderer	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennenderes	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendste	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendstem	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendsten	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendster	1.2	0.4	[+1,+1,+1,+2,+1,+1]
bekennendstes	1.2	0.4	[+1,+1,+1,+2,+1,+1]
beklagen	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagtet	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagtest	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklaget	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagest	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
begeklagt	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagten	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklage	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagt	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagst	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagte	-1.4	0.7	[-1,-2,-1,-1,-1,-1,-3]
beklagenswert	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerterer	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerte	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerteres	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerteren	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertestem	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertesten	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertem	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerten	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerterem	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertes	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerter	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswerteste	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertere	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertester	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
beklagenswertestes	-1	1.2	[-1,-1,-1,-1,+2,-2,-2,-2]
bekloppt	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppter	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptes	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppte	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptem	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppten	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppteres	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppterer	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptestes	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppterem	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptester	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptere	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppteren	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
bekloppteste	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptesten	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beklopptestem	-1.8	0.7	[-2,-3,-1,-2,-2,-1]
beknackt	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackterer	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackteres	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktester	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackteste	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktestes	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackte	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackteren	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackterem	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktestem	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktesten	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackter	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktes	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktem	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknacktere	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
beknackten	-1.6	0.5	[-2,-2,-1,-1,-2,-2,-1]
bekräftigen	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigtest	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigte	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigst	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigt	1	0	[+1,+1,+1,+1,+1,+1]
bekräftiget	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigtet	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigten	1	0	[+1,+1,+1,+1,+1,+1]
bekräftigest	1	0	[+1,+1,+1,+1,+1,+1]
bekräftige	1	0	[+1,+1,+1,+1,+1,+1]
bekümmert	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerterer	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerteres	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerteren	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerterem	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertste	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerter	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertstes	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertes	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertster	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertem	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertstem	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertsten	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerte	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmerten	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
bekümmertere	-1.5	0.7	[-1,-2,-1,-1,-1,-2,-1,-3]
belanglos	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosesten	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosem	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosester	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosestes	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloses	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloseste	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloser	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosen	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosere	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloserer	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloseres	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglose	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloserem	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belanglosestem	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belangloseren	-0.9	0.9	[-1,-1,-2,+0,-1,+1,-1,-2]
belastbar	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarstes	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbaren	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarster	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarem	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbare	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarer	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarstem	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbares	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarsten	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarerem	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbareren	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarerer	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbareres	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarere	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belastbarste	1.5	1.4	[-1,+1,+1,+3,+3,+2]
belasten	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belaste	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belastest	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belastet	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belastete	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belastetest	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belasteten	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
belastetet	-1.3	0.5	[-2,-1,-1,-2,-1,-1]
beleben	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebe	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebten	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebet	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebt	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebst	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebte	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebtet	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebtest	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belebest	2	0.9	[+2,+2,+1,+2,+4,+1,+2,+2]
belehrbar	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarstes	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbareren	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarerem	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarerer	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarster	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbare	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarstem	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarsten	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbareres	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarere	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbaren	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarem	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarste	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbarer	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
belehrbares	1.3	0.5	[+1,+1,+1,+1,+2,+1,+1,+2,+2]
beleidigen	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigtet	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigst	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidiget	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidige	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigten	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigte	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigtest	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigt	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigest	-2	0.6	[-3,-2,-1,-2,-2,-2]
beleidigend	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigende	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigendem	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenden	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigender	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigendes	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigendere	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenderem	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenderen	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenderer	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenderes	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenste	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenstem	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigensten	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenster	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigenstes	-2.2	0.7	[-2,-2,-1,-3,-2,-3]
beleidigt	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigte	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigtem	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigten	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigter	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigtes	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigtere	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigterem	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigteren	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigterer	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigteres	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigste	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigstem	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigsten	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigster	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beleidigstes	-1.8	0.7	[-3,-2,-1,-2,-1,-2]
beliebt	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebteres	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebten	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebterer	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtes	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebter	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebte	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebteste	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtestem	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtesten	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtere	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtestes	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebteren	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtester	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebtem	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
beliebterem	1.9	1.2	[+3,+2,+2,-1,+3,+2,+2]
belohnen	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohntest	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnest	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnte	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnst	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohntet	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnt	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnten	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohnet	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belohne	2.4	0.5	[+2,+2,+2,+3,+3,+3,+2,+2]
belästigen	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigten	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigst	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästiget	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigt	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästige	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigte	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigtet	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigest	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
belästigtest	-2.6	0.9	[-3,-3,-1,-2,-3,-2,-4]
bemerkenswert	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertester	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerter	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertestes	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertesten	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertes	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertestem	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerte	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerterer	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerteres	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertere	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerterem	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerteste	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswertem	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerteren	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
bemerkenswerten	2	0.8	[+2,+2,+2,+3,+1,+3,+1]
beneidenswert	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertes	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswerter	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertesten	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertere	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertestem	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertestes	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
beneidenswertester	2	1.2	[+3,+1,+1,+4,+1,+1,+3]
